Waypoint Name,Waypoint Type,Latitude,Longitude,Frequency
JENBA,Airport Terminal,59.3092,-157.048,-999
JIKAL,Airport Terminal,59.2716,-157.193,-999
SUSOC,Airport Terminal,59.4629,-157.385,-999
TITUY,Airport Terminal,59.5334,-157.456,-999
HUPGI,Airport Terminal,66.9144,-156.919,-999
IKOCI,Airport Terminal,66.9095,-156.876,-999
IYUTE,Airport Terminal,66.9292,-157.162,-999
JIDGA,Airport Terminal,66.9612,-157.706,-999
KOPGE,Airport Terminal,66.879,-157.737,-999
LUCPI,Airport Terminal,67.0433,-157.676,-999
OTECI,Airport Terminal,66.8586,-156.573,-999
TEKUC,Airport Terminal,66.8971,-156.162,-999
UKICI,Airport Terminal,66.8978,-156.806,-999
VIGUC,Airport Terminal,66.8058,-156.264,-999
WEKDO,Airport Terminal,66.6739,-156.409,-999
ZANEM,Airport Terminal,66.9246,-156.967,-999
BOYUK,Airport Terminal,64.5554,-165.736,-999
CETPI,Airport Terminal,64.5549,-164.903,-999
CFBHK,Airport Terminal,64.4142,-164.728,-999
CFCCL,Airport Terminal,64.4132,-164.721,-999
DAGCA,Airport Terminal,64.4243,-164.895,-999
EMMMO,Airport Terminal,64.4418,-165.005,-999
FIPDO,Airport Terminal,64.4357,-164.886,-999
FOVAG,Airport Terminal,64.4958,-165.349,-999
GLOOP,Airport Terminal,64.4484,-165.573,-999
HUFBU,Airport Terminal,64.5706,-165.836,-999
MAREE,Airport Terminal,64.3731,-165.727,-999
MUKDE,Airport Terminal,64.4799,-165.247,-999
NUGPE,Airport Terminal,64.7114,-165.82,-999
SPYVY,Airport Terminal,64.5928,-165.983,-999
TOGGU,Airport Terminal,64.5213,-165.514,-999
URUPE,Airport Terminal,64.5303,-165.572,-999
NECIC,Airport Terminal,60.3544,-165.067,-999
OBEXE,Airport Terminal,60.4525,-165.077,-999
POCPI,Airport Terminal,60.512,-165.084,-999
CULUS,Airport Terminal,62.9916,-142.021,-999
ECAYI,Airport Terminal,62.9754,-141.801,-999
EYARU,Airport Terminal,63.0581,-142.185,-999
HUBOM,Airport Terminal,62.9908,-141.663,-999
HUMEB,Airport Terminal,62.9501,-142.763,-999
HUTOS,Airport Terminal,62.9595,-141.943,-999
IKUXE,Airport Terminal,62.9347,-142.161,-999
IYANE,Airport Terminal,62.8697,-142.717,-999
KEBGE,Airport Terminal,62.8782,-142.244,-999
KOKDE,Airport Terminal,62.8947,-142.505,-999
LUYIP,Airport Terminal,62.9194,-142.294,-999
NICIP,Airport Terminal,63.0171,-141.423,-999
OVIXE,Airport Terminal,63.1088,-142.31,-999
SIVAE,Airport Terminal,62.7893,-142.671,-999
UVUTE,Airport Terminal,62.9444,-141.312,-999
WEGOL,Airport Terminal,62.9366,-142.145,-999
WIRIS,Airport Terminal,62.92,-141.283,-999
ZODEL,Airport Terminal,62.9744,-141.81,-999
ZUPAL,Airport Terminal,62.9575,-141.961,-999
ACUDU,Airport Terminal,66.871,-162.386,-999
CFCJG,Airport Terminal,66.8896,-162.608,-999
GIGRE,Airport Terminal,67.0063,-163.153,-999
HUPUG,Airport Terminal,67.0235,-162.907,-999
INIYU,Airport Terminal,66.8848,-162.468,-999
JUTIX,Airport Terminal,66.8788,-162.481,-999
KAYEC,Airport Terminal,66.9015,-162.784,-999
KEPTE,Airport Terminal,66.8971,-162.732,-999
KOTEC,Airport Terminal,66.9277,-163.086,-999
LIYRE,Airport Terminal,66.7156,-162.156,-999
LOTIC,Airport Terminal,66.8838,-162.392,-999
MARKX,Airport Terminal,66.8908,-162.626,-999
NEMDE,Airport Terminal,66.8455,-162.084,-999
TUBDE,Airport Terminal,66.9185,-163.041,-999
VAGUY,Airport Terminal,66.9151,-163.042,-999
WUXIP,Airport Terminal,66.8898,-162.608,-999
ZIKBO,Airport Terminal,66.9046,-162.796,-999
ZIPYU,Airport Terminal,66.9753,-162.012,-999
ZOTOR,Airport Terminal,66.8786,-162.033,-999
AMNIA,Airport Terminal,56.1624,-161.524,-999
BOYAR,Airport Terminal,56.0165,-161.314,-999
CLAVI,Airport Terminal,55.8976,-161.572,-999
FIKSA,Airport Terminal,56.1184,-160.777,-999
HITEN,Airport Terminal,55.9984,-161.009,-999
HOSEY,Airport Terminal,55.8538,-160.828,-999
JINKA,Airport Terminal,56.03,-161.548,-999
JODAL,Airport Terminal,55.9861,-160.802,-999
WOMTI,Airport Terminal,56.0004,-161.041,-999
AJBOS,Airport Terminal,56.5558,-169.849,-999
APOTE,Airport Terminal,56.62,-169.808,-999
EQQUP,Airport Terminal,56.667,-169.968,-999
HEKEL,Airport Terminal,56.5316,-170.024,-999
JEJZO,Airport Terminal,56.5739,-169.718,-999
JIRON,Airport Terminal,56.7844,-169.854,-999
OSUCA,Airport Terminal,56.5495,-170.081,-999
WIVOG,Airport Terminal,56.5987,-169.736,-999
ECALI,Airport Terminal,55.8183,-159.308,-999
GEYED,Airport Terminal,55.8997,-159.17,-999
WAREX,Airport Terminal,55.7507,-159.394,-999
ZOLOP,Airport Terminal,55.5964,-159.242,-999
CUPUP,Airport Terminal,56.9339,-132.903,-999
JERDU,Airport Terminal,57.1598,-132.868,-999
JOHBU,Airport Terminal,56.8324,-132.925,-999
MELZI,Airport Terminal,56.9007,-132.91,-999
REZTO,Airport Terminal,57.0171,-132.91,-999
SANDI,Airport Terminal,57.077,-132.882,-999
TUCOD,Airport Terminal,56.9693,-132.899,-999
WAKEV,Airport Terminal,56.788,-132.935,-999
WEBUP,Airport Terminal,56.8669,-132.916,-999
ZABLO,Airport Terminal,57.0326,-132.889,-999
BEBCU,Airport Terminal,56.8941,-158.953,-999
CIGNO,Airport Terminal,57.0338,-158.735,-999
ITAWU,Airport Terminal,57.045,-159.038,-999
LECIC,Airport Terminal,57.0192,-159.036,-999
NIRUW,Airport Terminal,57.1887,-158.626,-999
OGEGE,Airport Terminal,56.9291,-158.776,-999
RACOC,Airport Terminal,56.769,-158.871,-999
UPPIV,Airport Terminal,57.117,-158.832,-999
ZUBMA,Airport Terminal,56.9541,-158.649,-999
ZUDAL,Airport Terminal,56.9706,-158.661,-999
ACIVE,Airport Terminal,60.5666,-161.943,-999
BESAY,Airport Terminal,60.8462,-161.603,-999
CACAR,Airport Terminal,60.6381,-161.857,-999
FEDMA,Airport Terminal,60.7748,-161.691,-999
URICA,Airport Terminal,60.524,-161.798,-999
AKUWU,Airport Terminal,59.3167,-161.867,-999
CAYRO,Airport Terminal,59.1016,-161.904,-999
FELTI,Airport Terminal,59.1881,-161.983,-999
JEPRU,Airport Terminal,59.0556,-161.862,-999
FEDBO,Airport Terminal,57.58,-157.89,-999
FILAD,Airport Terminal,57.5803,-157.735,-999
HUBID,Airport Terminal,57.663,-157.222,-999
OCENO,Airport Terminal,57.5799,-157.223,-999
RAPUE,Airport Terminal,57.4801,-157.224,-999
WOBES,Airport Terminal,57.5803,-157.409,-999
BABKE,Airport Terminal,68.4282,-166.711,-999
COPOX,Airport Terminal,68.5142,-166.245,-999
EKERE,Airport Terminal,68.2693,-166.887,-999
FENOM,Airport Terminal,68.1283,-166.669,-999
JENSU,Airport Terminal,68.5202,-166.607,-999
ULAVY,Airport Terminal,68.1844,-166.504,-999
ZORNA,Airport Terminal,68.177,-166.988,-999
AVNAC,Airport Terminal,59.8349,-162.301,-999
BATTU,Airport Terminal,59.9815,-162.021,-999
BEVNE,Airport Terminal,59.4498,-161.514,-999
CUTEB,Airport Terminal,59.5483,-161.426,-999
HOTKU,Airport Terminal,59.8827,-162.108,-999
JOSAD,Airport Terminal,59.8142,-161.967,-999
OLATE,Airport Terminal,59.72,-161.774,-999
VIVUC,Airport Terminal,59.6378,-161.607,-999
ZALIB,Airport Terminal,59.5948,-161.234,-999
ANPAF,Airport Terminal,70.1785,-151.255,-999
BIQFI,Airport Terminal,70.1429,-151.532,-999
ETFAF,Airport Terminal,70.241,-150.756,-999
EVUBY,Airport Terminal,70.1949,-151.125,-999
FIKOR,Airport Terminal,70.2235,-150.897,-999
IQUQU,Airport Terminal,70.2752,-150.478,-999
CIRAY,Airport Terminal,68.2119,-145.361,-999
CODIV,Airport Terminal,68.0662,-145.703,-999
DEGEC,Airport Terminal,68.1085,-145.596,-999
DIPYE,Airport Terminal,68.2738,-145.266,-999
DUCEK,Airport Terminal,67.917,-146.078,-999
ECADU,Airport Terminal,67.9801,-145.92,-999
ETOCU,Airport Terminal,68.1613,-145.474,-999
FAXEK,Airport Terminal,68.3667,-145.122,-999
FIPNU,Airport Terminal,68.1706,-145.438,-999
HILIM,Airport Terminal,67.9811,-145.929,-999
HONIL,Airport Terminal,68.121,-145.564,-999
HULIS,Airport Terminal,68.0991,-144.86,-999
ILAVE,Airport Terminal,68.1011,-145.608,-999
JOKTI,Airport Terminal,68.0599,-145.724,-999
NUDTI,Airport Terminal,68.1635,-145.45,-999
RIYON,Airport Terminal,68.0221,-145.814,-999
SOCBO,Airport Terminal,68.309,-144.849,-999
DLLRA,Airport Terminal,61.7618,-161.323,-999
KOSBE,Airport Terminal,61.8752,-161.292,-999
RODOY,Airport Terminal,62.1095,-161.584,-999
TILOY,Airport Terminal,62.0882,-161.232,-999
WODAP,Airport Terminal,61.5138,-161.523,-999
WURED,Airport Terminal,61.697,-161.301,-999
YACDU,Airport Terminal,62.066,-160.881,-999
YOSCU,Airport Terminal,61.5347,-161.248,-999
ZOMOK,Airport Terminal,61.9373,-161.274,-999
ZUVUT,Airport Terminal,61.5551,-160.972,-999
AGIVE,Airport Terminal,64.8274,-154.6,-999
CAGEN,Airport Terminal,65.0689,-155.055,-999
DUCEL,Airport Terminal,64.5157,-155.705,-999
JUNUB,Airport Terminal,64.5563,-155.389,-999
POYOK,Airport Terminal,64.9483,-154.826,-999
RUBYO,Airport Terminal,64.7923,-155.282,-999
SOLCO,Airport Terminal,64.7227,-155.483,-999
TINUC,Airport Terminal,64.6585,-155.666,-999
WADIN,Airport Terminal,64.8704,-155.055,-999
WEKAK,Airport Terminal,64.676,-155.616,-999
WINUR,Airport Terminal,64.5927,-155.853,-999
YARUN,Airport Terminal,64.6922,-155.57,-999
ZUMUN,Airport Terminal,64.6695,-156.001,-999
CENKA,Airport Terminal,63.6573,-170.77,-999
COLRO,Airport Terminal,63.69,-170.393,-999
EPNOW,Airport Terminal,63.6402,-170.962,-999
HUNTY,Airport Terminal,63.6791,-170.521,-999
MACUP,Airport Terminal,63.6713,-170.61,-999
OVIPE,Airport Terminal,63.6935,-170.465,-999
REJXO,Airport Terminal,63.7238,-170.348,-999
RUFZA,Airport Terminal,63.7979,-170.06,-999
CIMAS,Airport Terminal,70.1724,-148.709,-999
CUBSU,Airport Terminal,70.1416,-149.039,-999
EXIWO,Airport Terminal,70.2695,-149.144,-999
JOVVO,Airport Terminal,70.1291,-149.171,-999
MAJEF,Airport Terminal,70.2462,-147.887,-999
OCOTA,Airport Terminal,70.2169,-148.219,-999
QATZA,Airport Terminal,70.3748,-147.985,-999
QUVQU,Airport Terminal,70.2661,-147.657,-999
UBYEF,Airport Terminal,70.1176,-147.789,-999
VUWIB,Airport Terminal,70.0136,-148.935,-999
WILIG,Airport Terminal,70.2082,-148.317,-999
WUKTI,Airport Terminal,70.1808,-148.618,-999
COVOX,Airport Terminal,55.122,-160.317,-999
DODPE,Airport Terminal,55.0529,-160.516,-999
FOBAN,Airport Terminal,55.1816,-160.382,-999
FONIN,Airport Terminal,55.2358,-160.438,-999
HORKA,Airport Terminal,55.1908,-160.119,-999
JOTOK,Airport Terminal,55.2067,-160.485,-999
ORPIE,Airport Terminal,55.3255,-160.534,-999
OTIPE,Airport Terminal,55.2395,-160.495,-999
POSAE,Airport Terminal,55.4095,-160.825,-999
POYNE,Airport Terminal,55.39,-160.603,-999
PREED,Airport Terminal,55.3872,-160.654,-999
REOIL,Airport Terminal,55.0598,-160.639,-999
RESEW,Airport Terminal,55.5151,-160.498,-999
SETIE,Airport Terminal,55.1621,-160.95,-999
WONBA,Airport Terminal,55.1739,-160.475,-999
ROSOC,Airport Terminal,66.2109,-166.281,-999
SIPOC,Airport Terminal,66.332,-165.675,-999
TITOC,Airport Terminal,66.166,-166.501,-999
UGIPE,Airport Terminal,66.0919,-166.408,-999
VIGGU,Airport Terminal,66.24,-166.594,-999
WOPIG,Airport Terminal,66.2879,-165.898,-999
YOTUK,Airport Terminal,66.2574,-165.585,-999
ZIROD,Airport Terminal,66.4065,-165.767,-999
CUVRA,Airport Terminal,57.0596,-135.387,-999
ERIYU,Airport Terminal,57.0944,-135.451,-999
FITOD,Airport Terminal,57.1299,-135.517,-999
HESOK,Airport Terminal,57.2131,-135.663,-999
HEXAB,Airport Terminal,57.1896,-135.628,-999
ICELU,Airport Terminal,57.0032,-135.405,-999
ICILI,Airport Terminal,57.1676,-135.781,-999
ILWAF,Airport Terminal,57.1031,-135.463,-999
IYOYI,Airport Terminal,57.2431,-135.728,-999
JETUT,Airport Terminal,57.1245,-135.919,-999
KOYEG,Airport Terminal,57.0583,-135.827,-999
LERYI,Airport Terminal,57.0177,-135.39,-999
SUDVE,Airport Terminal,57.1078,-135.476,-999
TIPEH,Airport Terminal,57.142,-135.533,-999
WEGWI,Airport Terminal,57.0594,-135.384,-999
WINKA,Airport Terminal,56.9586,-135.45,-999
ZAVLO,Airport Terminal,57.0714,-135.409,-999
APACU,Airport Terminal,66.44,-159.95,-999
BECAY,Airport Terminal,66.5493,-160.154,-999
BOPPA,Airport Terminal,66.5408,-160.182,-999
CADOG,Airport Terminal,66.6527,-159.805,-999
CATNO,Airport Terminal,66.4676,-159.594,-999
CIRCA,Airport Terminal,66.3746,-160.389,-999
DEKYA,Airport Terminal,66.5923,-160.009,-999
DUGEY,Airport Terminal,66.7404,-159.504,-999
ESAVE,Airport Terminal,66.6305,-159.301,-999
EVALE,Airport Terminal,66.6266,-159.474,-999
FALOP,Airport Terminal,66.6072,-159.959,-999
FATIS,Airport Terminal,66.8073,-159.629,-999
GOMRE,Airport Terminal,66.5069,-160.64,-999
LARCE,Airport Terminal,66.5757,-159.775,-999
NINIY,Airport Terminal,66.5972,-159.959,-999
PIYIL,Airport Terminal,66.4408,-160.514,-999
URAKY,Airport Terminal,66.5471,-159.535,-999
CEVUD,Airport Terminal,62.3247,-163.589,-999
COPMI,Airport Terminal,62.0787,-163.299,-999
GAKCE,Airport Terminal,61.8285,-163.644,-999
JEMTU,Airport Terminal,62.1157,-163.296,-999
ONEPY,Airport Terminal,61.9793,-163.308,-999
RUVHO,Airport Terminal,61.8592,-163.319,-999
SAWNY,Airport Terminal,62.1575,-163.292,-999
YOZMO,Airport Terminal,62.2588,-163.283,-999
CARSU,Airport Terminal,57.3528,-170.164,-999
CUNAK,Airport Terminal,56.9618,-170.132,-999
DIGGS,Airport Terminal,57.0859,-170.248,-999
EVANN,Airport Terminal,57.2405,-170.199,-999
HINKL,Airport Terminal,56.9757,-170.282,-999
KUNNA,Airport Terminal,57.3402,-170.168,-999
NONIC,Airport Terminal,57.3541,-170.32,-999
WANIB,Airport Terminal,56.9927,-170.468,-999
ACEYE,Airport Terminal,60.6073,-151.499,-999
BERAC,Airport Terminal,60.4744,-151.497,-999
CABUG,Airport Terminal,60.431,-151.038,-999
EREBY,Airport Terminal,60.3414,-151.495,-999
FALIR,Airport Terminal,60.4744,-150.671,-999
FANKA,Airport Terminal,60.7599,-151.36,-999
HABID,Airport Terminal,60.4748,-150.882,-999
JOSKI,Airport Terminal,60.475,-150.946,-999
JOTBI,Airport Terminal,60.4748,-151.174,-999
MANVE,Airport Terminal,60.4749,-151.228,-999
WITLI,Airport Terminal,60.4742,-151.409,-999
ZEMEM,Airport Terminal,60.4749,-150.94,-999
ZIDVA,Airport Terminal,60.478,-151.042,-999
ZOLIN,Airport Terminal,60.475,-151.153,-999
BUWOG,Airport Terminal,65.173,-152.359,-999
CUPUN,Airport Terminal,65.171,-152.618,-999
DUKAC,Airport Terminal,65.1721,-152.48,-999
FISEP,Airport Terminal,65.1743,-152.132,-999
HONSI,Airport Terminal,65.088,-152.614,-999
JISKO,Airport Terminal,65.2541,-152.622,-999
KICEP,Airport Terminal,65.1929,-152.492,-999
LUBKE,Airport Terminal,65.1791,-152.217,-999
OCULA,Airport Terminal,65.2005,-152.649,-999
OLITE,Airport Terminal,65.187,-152.374,-999
SOBUE,Airport Terminal,65.1737,-152.242,-999
AVEYU,Airport Terminal,65.326,-165.89,-999
BICAC,Airport Terminal,65.2388,-166.543,-999
DITAY,Airport Terminal,65.243,-165.888,-999
GUYEL,Airport Terminal,65.2365,-166.785,-999
GUYET,Airport Terminal,65.2418,-166.125,-999
HAKEX,Airport Terminal,65.1599,-165.886,-999
CIMIB,Airport Terminal,58.9697,-160.512,-999
FASGI,Airport Terminal,59.2213,-160.185,-999
FEVKU,Airport Terminal,59.0637,-160.38,-999
JIROP,Airport Terminal,59.1299,-160.301,-999
REBOY,Airport Terminal,59.1606,-160.262,-999
UJXUW,Airport Terminal,59.0423,-160.416,-999
UVEPE,Airport Terminal,59.2246,-159.998,-999
WIRPU,Airport Terminal,59.2949,-160.307,-999
YARUV,Airport Terminal,59.2283,-159.763,-999
YIPVU,Airport Terminal,59.0864,-160.353,-999
ZADUB,Airport Terminal,59.3439,-160.389,-999
EHZEG,Airport Terminal,62.9538,-149.921,-999
EZZOL,Airport Terminal,62.2428,-150.179,-999
FOSXI,Airport Terminal,62.4089,-150.122,-999
HIDOP,Airport Terminal,62.6587,-150.016,-999
HISLO,Airport Terminal,62.2347,-150.132,-999
IXIQE,Airport Terminal,62.1621,-150.127,-999
JEBOL,Airport Terminal,62.0701,-150.199,-999
JINAG,Airport Terminal,62.5283,-150.134,-999
JOZPO,Airport Terminal,62.1533,-150.276,-999
POLYC,Airport Terminal,63.5167,-150,-999
VOYUY,Airport Terminal,62.3742,-150.069,-999
WUVBA,Airport Terminal,62.3329,-150.08,-999
ZENIB,Airport Terminal,62.4184,-150.056,-999
AVELY,Airport Terminal,70.4805,-157.179,-999
AXUNE,Airport Terminal,70.5775,-156.921,-999
ENSUW,Airport Terminal,70.4954,-156.884,-999
FIBAK,Airport Terminal,70.5116,-158.158,-999
IRIQU,Airport Terminal,70.4534,-157.692,-999
NUYIR,Airport Terminal,70.3479,-158.075,-999
UVARE,Airport Terminal,70.4133,-156.848,-999
AGSIH,Airport Terminal,63.8746,-160.791,-999
BEJJI,Airport Terminal,63.7924,-160.788,-999
COPAM,Airport Terminal,63.9102,-161.059,-999
DEYZI,Airport Terminal,63.8913,-160.815,-999
DRIGE,Airport Terminal,63.975,-160.868,-999
HEGAN,Airport Terminal,63.8977,-160.808,-999
JALNO,Airport Terminal,63.9487,-160.848,-999
KIBMY,Airport Terminal,63.9309,-160.967,-999
MEBSY,Airport Terminal,63.903,-160.909,-999
THEPS,Airport Terminal,64.1229,-160.984,-999
WIKIP,Airport Terminal,63.7582,-160.83,-999
ZEPOK,Airport Terminal,63.9207,-161.284,-999
ZOGTA,Airport Terminal,63.703,-160.899,-999
COVEV,Airport Terminal,61.8401,-150.141,-999
FODVU,Airport Terminal,61.9793,-150.289,-999
JABUV,Airport Terminal,61.6655,-149.959,-999
KOTRE,Airport Terminal,61.7663,-150.064,-999
NAYBI,Airport Terminal,61.5751,-149.866,-999
NIYTI,Airport Terminal,61.7192,-150.015,-999
PEDTI,Airport Terminal,61.7416,-150.038,-999
TADYU,Airport Terminal,61.5383,-150.022,-999
ZUSRA,Airport Terminal,61.9421,-150.446,-999
CUVBU,Airport Terminal,54.1346,-165.493,-999
HUVDI,Airport Terminal,54.2167,-165.847,-999
UGWIX,Airport Terminal,54.1468,-165.628,-999
UVDAH,Airport Terminal,54.1235,-165.372,-999
WIRTU,Airport Terminal,54.1487,-165.65,-999
WODPU,Airport Terminal,54.1843,-165.745,-999
ZIVGO,Airport Terminal,54.1358,-165.169,-999
ZOXIV,Airport Terminal,54.2139,-165.74,-999
HUVAT,Airport Terminal,61.4749,-165.691,-999
JEXEV,Airport Terminal,61.6151,-165.499,-999
JIDKU,Airport Terminal,61.4051,-165.785,-999
JIVKO,Airport Terminal,61.6894,-165.397,-999
ORICU,Airport Terminal,61.4411,-165.901,-999
PEYKI,Airport Terminal,61.745,-165.321,-999
TUCUL,Airport Terminal,61.7085,-165.203,-999
VAVVU,Airport Terminal,61.533,-165.612,-999
VICLU,Airport Terminal,61.5487,-165.59,-999
WAVNU,Airport Terminal,61.369,-165.668,-999
WEPIT,Airport Terminal,61.7814,-165.438,-999
CIMUD,Airport Terminal,55.0744,-162.126,-999
FITUX,Airport Terminal,55.0478,-162.042,-999
HOKBU,Airport Terminal,54.999,-161.891,-999
JIMAV,Airport Terminal,54.908,-162.128,-999
OKDIE,Airport Terminal,54.7911,-162.333,-999
HORUL,Airport Terminal,61.1154,-146.394,-999
JIKAN,Airport Terminal,61.084,-146.654,-999
JMAAL,Airport Terminal,60.8846,-146.8,-999
LOCIB,Airport Terminal,61.0911,-146.596,-999
OLLEO,Airport Terminal,61.0554,-146.887,-999
PAYDI,Airport Terminal,61.0767,-146.714,-999
RANMO,Airport Terminal,60.7293,-147.277,-999
RAPYU,Airport Terminal,60.6675,-147.354,-999
EGACU,Airport Terminal,66.9679,-146.563,-999
ETIGE,Airport Terminal,67.0492,-146.169,-999
IBECA,Airport Terminal,67.0221,-145.841,-999
IGETE,Airport Terminal,66.9857,-146.928,-999
RAPOC,Airport Terminal,67.1695,-146.038,-999
RECOR,Airport Terminal,66.8393,-146.728,-999
RITUE,Airport Terminal,66.9125,-146.828,-999
RUSKE,Airport Terminal,67.0958,-145.939,-999
TANPE,Airport Terminal,67.0046,-146.386,-999
TODCO,Airport Terminal,67.0127,-146.347,-999
ACIRI,Airport Terminal,67.812,-164.75,-999
BAYAR,Airport Terminal,67.6701,-164.402,-999
CALGA,Airport Terminal,67.8847,-164.931,-999
COKRA,Airport Terminal,67.8163,-165.123,-999
DINEC,Airport Terminal,67.5968,-164.225,-999
JOKOD,Airport Terminal,67.9528,-164.738,-999
PIBIY,Airport Terminal,67.744,-164.583,-999
WOTKO,Airport Terminal,67.7283,-164.544,-999
WULSI,Airport Terminal,67.5293,-164.417,-999
ZADUS,Airport Terminal,67.6641,-164.032,-999
CEKNA,Airport Terminal,66.3883,-147.198,-999
DUTKE,Airport Terminal,66.4175,-146.96,-999
HEDOX,Airport Terminal,66.3847,-147.914,-999
KULBE,Airport Terminal,66.4969,-147.021,-999
RUPTE,Airport Terminal,66.3359,-147.615,-999
WADUB,Airport Terminal,66.338,-146.9,-999
WUPET,Airport Terminal,66.2266,-147.788,-999
ZUSPA,Airport Terminal,66.3057,-147.851,-999
BRINT,Airport Terminal,60.209,-149.397,-999
COPVI,Airport Terminal,60.3158,-149.397,-999
ECAXE,Airport Terminal,60.1345,-149.41,-999
HEXEG,Airport Terminal,59.8699,-149.572,-999
SAKHI,Airport Terminal,60.3838,-149.422,-999
TUJVE,Airport Terminal,59.9148,-149.34,-999
UTANY,Airport Terminal,60.2814,-149.384,-999
WIXIR,Airport Terminal,60.1369,-149.786,-999
CIDUM,Airport Terminal,56.5745,-132.751,-999
FIKEV,Airport Terminal,56.5101,-132.473,-999
FOBAV,Airport Terminal,56.5362,-132.524,-999
HALKU,Airport Terminal,56.6323,-132.815,-999
HEMIV,Airport Terminal,56.5488,-132.64,-999
HITLI,Airport Terminal,56.5059,-132.434,-999
JUMKI,Airport Terminal,56.4723,-132.422,-999
VEZHU,Airport Terminal,56.5663,-132.614,-999
WIDEB,Airport Terminal,56.5749,-132.64,-999
YARUK,Airport Terminal,56.5294,-132.556,-999
ZATSU,Airport Terminal,56.5894,-132.683,-999
ZOMOM,Airport Terminal,56.6128,-132.918,-999
CUTGU,Airport Terminal,70.674,-160.767,-999
HOPUM,Airport Terminal,70.8452,-159.525,-999
MEXIW,Airport Terminal,70.722,-159.374,-999
NEMCU,Airport Terminal,70.5988,-159.225,-999
OZYIB,Airport Terminal,70.5519,-160.61,-999
RIROQ,Airport Terminal,70.4297,-160.455,-999
TECWA,Airport Terminal,70.6033,-160.246,-999
TOPQI,Airport Terminal,70.6724,-159.743,-999
EZEXY,Airport Terminal,64.7299,-163.44,-999
JUKTI,Airport Terminal,64.9454,-163.584,-999
RIYOK,Airport Terminal,64.8232,-163.502,-999
WOVIB,Airport Terminal,64.5042,-163.292,-999
ZEVIX,Airport Terminal,64.6003,-163.354,-999
ZUDRO,Airport Terminal,64.7753,-163.47,-999
COTAD,Airport Terminal,67.4746,-163.072,-999
FITSU,Airport Terminal,67.3692,-163.182,-999
HIBLA,Airport Terminal,67.7212,-162.475,-999
JENTO,Airport Terminal,67.6468,-162.889,-999
WANLY,Airport Terminal,67.1275,-162.693,-999
WEDET,Airport Terminal,67.7544,-162.773,-999
AVERR,Airport Terminal,61.4783,-149.831,-999
FRIZL,Airport Terminal,61.5247,-149.687,-999
JODBI,Airport Terminal,61.6711,-149.168,-999
ODUWU,Airport Terminal,61.592,-149.476,-999
WOKNA,Airport Terminal,61.6297,-149.357,-999
ZALEG,Airport Terminal,61.6994,-149.004,-999
ZINEV,Airport Terminal,61.552,-149.602,-999
ADKUH,Airport Terminal,59.5562,-139.753,-999
CEYAS,Airport Terminal,59.5138,-139.669,-999
CIMUF,Airport Terminal,59.3656,-139.38,-999
CINLA,Airport Terminal,59.4939,-139.627,-999
DEDYA,Airport Terminal,59.2371,-139.447,-999
FACAD,Airport Terminal,59.3441,-139.982,-999
FETOB,Airport Terminal,59.5338,-139.709,-999
GALGE,Airport Terminal,59.4389,-139.56,-999
HEJNO,Airport Terminal,59.7061,-140.051,-999
JOTWI,Airport Terminal,59.4401,-139.525,-999
LULIC,Airport Terminal,59.4882,-139.619,-999
ROHAN,Airport Terminal,59.4385,-139.798,-999
SAYOP,Airport Terminal,59.3777,-140.234,-999
SOBCO,Airport Terminal,59.1067,-138.227,-999
TATBE,Airport Terminal,59.3064,-139.265,-999
WOKEL,Airport Terminal,59.2164,-139.909,-999
YAKBU,Airport Terminal,59.2708,-139.356,-999
YEKUN,Airport Terminal,59.477,-139.607,-999
YISPO,Airport Terminal,59.3752,-139.161,-999
ZUDUM,Airport Terminal,59.5909,-140.275,-999
CETIK,Airport Terminal,61.0307,-160.947,-999
FOSAV,Airport Terminal,60.9629,-161.098,-999
PAYKO,Airport Terminal,60.8427,-161.363,-999
WATNU,Airport Terminal,60.7745,-161.512,-999
AYAGU,Airport Terminal,66.3548,-153.27,-999
BIYAD,Airport Terminal,66.575,-153.437,-999
CAYAY,Airport Terminal,66.7456,-151.96,-999
DEYGA,Airport Terminal,66.5645,-152.513,-999
FIDOD,Airport Terminal,66.6173,-152.047,-999
GELKE,Airport Terminal,66.5071,-153.003,-999
HIMGA,Airport Terminal,66.5797,-152.38,-999
HORVA,Airport Terminal,66.4842,-153.194,-999
IPUME,Airport Terminal,66.5232,-151.812,-999
JUDRU,Airport Terminal,66.5889,-152.3,-999
RIPOY,Airport Terminal,66.5382,-152.739,-999
WIXIT,Airport Terminal,66.5221,-152.877,-999
BUNUW,Airport Terminal,58.9286,-158.47,-999
CENDU,Airport Terminal,59.0276,-158.407,-999
DUHGO,Airport Terminal,59.0533,-158.561,-999
EPOMY,Airport Terminal,59.0017,-158.254,-999
GACCU,Airport Terminal,58.7376,-158.589,-999
HEGPI,Airport Terminal,58.6397,-158.65,-999
IKULE,Airport Terminal,58.6141,-158.498,-999
JEGVO,Airport Terminal,58.6651,-158.802,-999
AHCUJ,Airport Terminal,64.4355,-162.502,-999
AJABU,Airport Terminal,64.6959,-162.165,-999
AVGIY,Airport Terminal,64.7817,-161.829,-999
BIYIR,Airport Terminal,64.8234,-161.997,-999
CISAS,Airport Terminal,64.8633,-162.168,-999
COGNI,Airport Terminal,64.5082,-162.409,-999
