OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC
8849,5ED4790F-941A-40ED-BD37-AA74083312EB,88MO,Howell Valley,36-42-06.2160N,091-48-09.5310W,950,,AD,WEST PLAINS,MO,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8850,3CB3C963-1633-41F2-B5A9-31D79F6CBE41,50MO,Ozarks Medical Center,36-44-19.9900N,091-52-31.2100W,1006,,HP,WEST PLAINS,MO,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8851,1F0224B1-04FB-4C6F-8061-AF6DCAD6AA68,94MO,Ray's Roost,36-48-19.2100N,091-52-52.5380W,1170,,AD,WEST PLAINS,MO,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8852,61379BA3-828E-4086-A267-4254B227AEFF,UNO,West Plains Rgnl,36-52-42.3230N,091-54-09.6280W,1228.3,KUNO,AD,WEST PLAINS,MO,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8853,0F32629C-EC74-4087-A4B8-F54619E4C3F1,09MO,Hogue Farm,37-22-42.1600N,093-21-47.6930W,1210,,AD,WILLARD,MO,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
8854,E90008D0-46B3-4720-AA3E-A553577B07A6,2MO1,Bird Fld,37-19-12.1670N,093-25-11.6970W,1250,,AD,WILLARD,MO,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8855,1C1B585F-DE29-4012-9D6A-8D8532536AEA,9M4,Ackerman Choctaw Co,33-18-12.4470N,089-13-42.2410W,552,,AD,ACKERMAN,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8856,BF1AD3F3-40CF-46C9-878B-2679E922BBF6,MS09,Glidwell Flying Service,34-06-06.3920N,090-42-04.3620W,160,,AD,ALLIGATOR,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8857,AB51E68F-48CC-4CCB-A683-04D5F05F4BFB,MS56,Gilmore Mem Hospital,33-58-39.3400N,088-28-30.2900W,225,,HP,AMORY,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8858,CFAEFC63-A908-44ED-8F33-B47BCFEF3030,MS14,John Farese Arpk,34-48-50.0000N,089-11-58.6200W,565,,AD,ASHLAND,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8859,DE4A61BE-131F-4CE1-AB7E-CE5842CF8C46,20MS,Dixon,31-49-42.6000N,090-39-10.2000W,280,,AD,BARLOW,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8860,C508B890-4B26-4D7F-87CB-D3CCE462185A,MS31,Panola Medical Center,34-18-23.5000N,089-54-48.0300W,337,,HP,BATESVILLE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8861,2C560A0D-8AC6-4CA1-9687-E63CE1811DCB,PMU,Panola Co,34-21-48.6000N,089-53-34.4000W,221.1,KPMU,AD,BATESVILLE,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8862,E49B99A6-CC8C-4538-B43F-443DB539F7A6,HSA,Stennis Intl,30-22-04.1000N,089-27-16.6000W,23.3,KHSA,AD,BAY ST LOUIS,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8863,4F042FDB-A2AC-48A7-85FC-55F6DF1A5629,00M,Thigpen Fld,31-57-13.5000N,089-14-07.2000W,351,,AD,BAY SPRINGS,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8864,60EDB821-E211-41C0-BA11-0ADFCE243121,01M,Tishomingo Co,34-29-30.5434N,088-12-04.3572W,584,,AD,BELMONT,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8865,FB145F08-289B-470B-B308-1A15469CAE64,1M2,Belzoni Muni,33-08-42.6500N,090-30-55.0250W,110,,AD,BELZONI,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8866,35A6BB1D-607E-471E-B88A-C4498A02584D,0MS8,Catfish Point,33-41-57.3940N,091-09-54.4020W,154,,AD,BENOIT,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8867,21C341B6-45AB-4C56-A2FB-E669AFD019BB,MS37,West Bolivar Flying Service,33-39-12.4050N,090-59-20.3800W,136,,AD,BENOIT,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
8868,CF85E61C-0D1E-45EE-A367-50987FEA0144,BIX,Keesler AFB,30-24-37.5360N,088-55-27.9670W,32.6,KBIX,AD,BILOXI,MS,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NOT ANALYZED,1,1,0,0,0,0
8869,520C93CD-978A-419E-AF82-0A8CEE5D73C5,MS67,Gulf Coast Community Hosp-Emerg,30-23-27.1300N,088-59-55.7400W,18,,HP,BILOXI,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8870,A96A6C5A-6E26-411B-AAF9-059B80062860,8M1,Booneville/Baldwyn,34-35-30.7000N,088-38-54.6000W,392.2,,AD,BOONEVILLE/BALDWYN,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,1,1,0,0,0,0
8871,C79595E2-DA08-4975-A2B0-AFDBD3811830,MS11,Mohr Farm,32-12-30.5350N,089-56-30.2910W,360,,AD,BRANDON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8872,903EEB6B-5805-4F09-A92F-7AB42E865FE6,5MS6,Dee's,32-25-24.6600N,090-00-27.3100W,309,,AD,BRANDON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8873,28396FAB-9473-470D-B172-0143EF8B0EEF,6MS1,Woodbridge,32-27-21.0000N,089-58-11.0000W,325,,AD,BRANDON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8874,383A81CE-89E6-4D41-B87D-A63EACD43F4F,MS20,Mach 1 Jet Port,32-27-16.0000N,089-54-16.0000W,377,,AD,BRANDON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8875,4306E67F-21FC-4A46-83BA-FF74424B29C7,1R7,Brookhaven-Lincoln Co,31-36-21.0000N,090-24-33.5000W,492.3,,AD,BROOKHAVEN,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8876,F82C26A2-D9C2-48C6-AF00-CF13748DC41F,38MS,Shadycreek Acres,31-32-56.6400N,090-18-32.6400W,349,,AD,BROOKHAVEN,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8877,F18C4FBD-9D9C-4F21-8F54-FAA26DD8649A,MS80,Hasting Arpk,34-00-06.8600N,089-18-54.3400W,275,,AD,BRUCE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
8878,7574264E-17BC-4C98-8845-F8EE042A5BB5,MS76,Wade Fld,33-46-29.5300N,089-14-41.1900W,300,,AD,CALHOUN CITY,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8879,72653C32-F9C7-4942-81EF-A48CD5D17483,SH1,Shelby Auxiliary Fld One,31-12-19.6917N,089-10-33.7567W,305,,AD,CAMP SHELBY,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,MIL,NOT ANALYZED,0,1,0,0,0,0
8880,08060B67-8805-43A9-8CB8-6AF33DE341D2,4MS9,Providence Arpk,32-39-57.5000N,090-04-03.5000W,240,,AD,CANTON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8881,F2D330F5-9EF8-41F4-B2F8-3E288E0D8B57,5MS3,Porter,31-10-30.0000N,089-48-11.0000W,158,,AD,COLUMBIA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8882,847EDDED-1F5E-4B95-A591-262348F6D19F,UBS,Columbus-Lowndes Co,33-27-55.2000N,088-22-50.7000W,188.1,KUBS,AD,COLUMBUS,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8883,E333F6FB-7BA4-400E-AAAA-E974A1F9797E,GTR,Golden Triangle Rgnl,33-26-53.8000N,088-35-29.0000W,264,KGTR,AD,COLUMBUS/W POINT/STARKVILLE,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8884,9B0D71EB-07BC-4B2A-AC36-3D24EB9F61CD,25MS,Baptist Mem Hospital-Golden Triangle,33-31-28.3000N,088-25-41.1000W,179,,HP,COLUMBUS,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8885,112170F1-79DD-46C5-A43A-EED12519BE77,CBM,Columbus AFB,33-38-42.6300N,088-26-45.3100W,218,KCBM,AD,COLUMBUS,MS,UNITED STATES,OPERATIONAL,1,0,1,0,0,MIL,NOT ANALYZED,1,1,0,0,0,0
8886,11A97090-E21F-402D-883E-A336A730415F,CRX,Roscoe Turner,34-54-53.8840N,088-36-12.5410W,424.7,KCRX,AD,CORINTH,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NOT ANALYZED,1,1,0,0,0,0
8887,736B4D18-ED97-479B-AE50-76077A6952EB,C71,Crosby Muni,31-17-47.0450N,091-03-09.1350W,336,,AD,CROSBY,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
8888,D95BB22B-C3FC-4CCC-9BE9-505B31A26E9C,M11,Copiah Co,31-54-08.8000N,090-22-00.3000W,435.4,,AD,CRYSTAL SPRINGS,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8889,F84FD0C4-9A7A-43D4-A9EC-383A33C5DD21,6MS2,Wells Farm,31-59-01.9000N,090-20-07.3000W,455,,AD,CRYSTAL SPRINGS,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8890,EB1231CC-C9CB-4D9D-8812-1D2294945607,66Y,Diamondhead,30-21-46.7260N,089-23-15.5550W,14,,AD,DIAMONDHEAD,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
8891,6580CB7D-7386-4548-9269-324B0EAB34AE,M37,Ruleville-Drew,33-46-35.0100N,090-31-30.0300W,137,,AD,DREW,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8892,7B9A5ABD-F72F-4413-9E9B-AEBB48506F80,MS24,Joe Sanford Fld,32-14-48.5360N,090-34-56.3560W,180,,AD,EDWARDS,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8893,40331CEA-0F1D-4970-9044-60005707B675,06M,Eupora,33-32-05.4000N,089-18-47.2000W,450,,AD,EUPORA,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8894,9260BBA2-F995-47F0-8BB5-3FC4998D64DD,MS05,Delta Rgnl Medical Center,33-24-41.6200N,091-02-02.6700W,123,,HP,GREENVILLE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8895,1F1D2EFB-C06F-4B04-A064-5D4D15A5D929,GWO,Greenwood-Leflore,33-29-35.9122N,090-05-12.0387W,162,KGWO,AD,GREENWOOD,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8896,F2825EC5-8E99-4E84-98B6-8CE43494C76C,MS16,Greenwood-Leflore Hospital,33-31-02.8700N,090-12-07.3200W,130,,HP,GREENWOOD,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8897,8B0BB110-7334-4AE0-8702-B46867CC7A25,GNF,Grenada Muni,33-49-56.8000N,089-47-53.4000W,207.9,KGNF,AD,GRENADA,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NOT ANALYZED,1,1,0,0,0,0
8898,6D5D1456-11DF-4CF0-A603-58F0379058B4,2MS8,Spencer Fld,33-47-22.4234N,089-52-27.0971W,175,,AD,GRENADA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8899,5FFE897B-FF3B-45A7-8F6B-376B1544EEB0,GPT,Gulfport-Biloxi Intl,30-24-26.2000N,089-04-12.3000W,28.6,KGPT,AD,GULFPORT,MS,UNITED STATES,OPERATIONAL,0,0,1,0,0,CIVIL,NOT ANALYZED,1,1,0,0,0,0
8900,B86DB853-92BF-4934-AC61-4F5AC70C7C7B,MS17,Mem Hospital,30-22-03.7200N,089-07-02.5100W,33,,HP,GULFPORT,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8901,84855CC1-2567-4E2A-BE22-55085E1294BF,MS89,Gulfport Jail,30-26-17.7080N,089-03-37.1340W,50,,HP,GULFPORT,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8902,3BC24466-696D-4DB0-9645-31F68B44A54D,HBG,Hattiesburg Bobby L Chain Muni,31-15-53.8000N,089-15-10.4000W,150.8,KHBG,AD,HATTIESBURG,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8903,73885308-6353-4546-9F96-A314E2F2E9B0,MS81,Forrest General Hospital,31-19-09.5200N,089-19-47.5700W,215,,HP,HATTIESBURG,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8904,813933C2-E7C0-4FF9-9697-6111A3D1B52E,50MS,Merit Health Wesley,31-19-35.2500N,089-21-56.7400W,222,,HP,HATTIESBURG,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8905,EA6E0F1E-A0C0-4D5E-8D83-9A25AA63EBDE,PIB,Hattiesburg-Laurel Rgnl,31-28-01.7000N,089-20-13.4000W,297.6,KPIB,AD,HATTIESBURG-LAUREL,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8906,241CF91A-B64C-4802-A033-CC69BD02F067,MS59,Valley of The Moon,31-59-49.2000N,090-50-31.8000W,125,,AD,HERMANVILLE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8907,C3FF7C7A-F733-4C8C-BF15-9E3939A74FBD,MS21,Lester Fld,33-19-55.4340N,090-34-55.3260W,115,,AD,INVERNESS,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
8908,B63B5686-29C5-4A71-BC17-8C839D30ACBF,MS77,Lang Flying Service,33-19-54.4330N,090-38-35.3320W,114,,AD,INVERNESS,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8909,70759188-79D7-4A06-9DBB-12A3F26FA8D1,15M,Iuka,34-46-24.0000N,088-09-57.9000W,625.9,,AD,IUKA,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8910,3D58AECA-915C-43C1-BBF4-1807DF4B50C1,16MS,Iuka Hospital,34-48-05.5300N,088-12-28.2200W,610,,HP,IUKA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
8911,B2658970-ED2A-43FE-8103-D100037868D8,JAN,Jackson-Medgar Wiley Evers Intl,32-18-40.2000N,090-04-33.2000W,346.4,KJAN,AD,JACKSON,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8912,A4EF9553-839F-44CA-90C2-467CE436087A,4MS6,University of Mississippi Medical Center,32-19-42.2000N,090-10-26.2900W,471,,HP,JACKSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8913,395FCC00-1CC8-4FE7-9702-EAE14A7799DF,1MS4,Central Mississippi Medical Center,32-17-13.3200N,090-15-11.9200W,366,,HP,JACKSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8914,02681252-2B29-495E-9A22-E6D3734FB0FC,MS07,Echelon,32-23-08.5180N,090-11-14.3160W,340,,HP,JACKSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8915,A96EEF17-86C6-4567-8EE6-194A157346BD,MS91,Adjutant General Office,32-19-29.0200N,090-09-57.3000W,340,,HP,JACKSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8916,BAC39AEE-1887-4FD4-8DC3-B39189A2DAE1,MS46,St Dominic-Jackson Mem Hospital,32-20-00.1200N,090-09-49.8200W,353,,HP,JACKSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8917,F8D232C9-11BE-4B5B-BDF7-2B40984118FC,HKS,Hawkins Fld,32-20-05.2000N,090-13-21.1000W,341.3,KHKS,AD,JACKSON,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8918,FF9F31D5-82FC-422E-BD20-E21DE9A87A3E,OSX,Kosciusko-Attala Co,33-05-24.9000N,089-32-31.3000W,494.4,KOSX,AD,KOSCIUSKO,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8919,9AE517D1-FF36-4C6A-B266-F05CD44D11ED,1MS3,Baptist Medical Center Attala,33-04-00.4500N,089-35-54.5900W,455,,HP,KOSCIUSKO,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8920,7631075A-EA50-4587-93BC-779D3AFE259C,MS82,Shade Tree Fld,30-30-37.7000N,089-08-50.1510W,113,,AD,GULFPORT,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8921,C42489B9-47E2-4CD4-AF45-9B3278C58733,20M,Macon Muni,33-08-01.4000N,088-32-09.6000W,238,,AD,MACON,MS,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8922,CD22E4B9-7E72-4DBF-A7A6-FD714E035CE9,MBO,Bruce Campbell Fld,32-26-19.2000N,090-06-11.2000W,325.1,KMBO,AD,MADISON,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8923,5A2954CD-F729-4C4A-8C1A-9BE563A73E39,17M,Magee Muni,31-51-45.9700N,089-48-02.2350W,555,,AD,MAGEE,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8924,05630814-973B-465B-933A-1477988946AE,MMS,Selfs,34-13-53.2000N,090-17-22.4000W,161.7,KMMS,AD,MARKS,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8925,4F9436A8-21BE-4961-9AFF-754544400D2B,MS47,Southwest Rgnl Medical Center,31-15-03.2100N,090-28-28.3700W,413,,HP,MCCOMB,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8926,B1EABF31-569E-40EC-92B9-69DC74B1BDB0,MCB,Mc Comb/Pike Co/John E Lewis Fld,31-10-42.4000N,090-28-18.7000W,413.2,KMCB,AD,MC COMB,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8927,80AA9647-8891-42B8-8193-663A54AD64C7,MS93,Hooper Skylark Fld,30-43-35.6790N,089-43-54.2510W,150,,AD,MC NEIL,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8928,1C3E3FDB-01E8-4440-9219-9D12523980A3,MEI,Key Fld,32-19-57.4000N,088-45-06.7000W,298,KMEI,AD,MERIDIAN,MS,UNITED STATES,OPERATIONAL,0,0,1,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
8929,D4D40016-A8BC-40D8-A81A-AC03395037FE,NMM,Meridian NAS /Mc Cain Fld/,32-33-12.5300N,088-33-18.9500W,315.8,KNMM,AD,MERIDIAN,MS,UNITED STATES,OPERATIONAL,1,0,1,0,0,MIL,NOT ANALYZED,1,1,0,0,0,0
8930,30EA7712-AAAB-467C-ACDC-EEDD4BB729A3,NJW,Joe Williams NOLF,32-47-56.1360N,088-50-04.2950W,539.1,KNJW,AD,MERIDIAN,MS,UNITED STATES,OPERATIONAL,1,1,0,0,0,MIL,NOT ANALYZED,1,1,0,0,0,0
8931,3B08FCD7-0AE4-48AB-8D41-1F40D58E69D7,0MS0,Topton Air Estates,32-28-30.0000N,088-37-00.0000W,453,,AD,MERIDIAN,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
8932,03B796A2-E2CB-448C-9CE8-EF538324F2BD,0MS3,Baptist Mem Hospital-North Ms,34-20-52.2000N,089-31-08.4000W,430,,HP,OXFORD,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8933,B00D585B-B05C-42C7-B409-5C1A4D9A9639,24MS,Hospital Wing of Oxford,34-20-46.6500N,089-31-10.7400W,440,,HP,OXFORD,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
8934,4D235856-794D-4029-A490-88756ACCEBA3,UOX,University-Oxford,34-23-03.6000N,089-32-12.5000W,452,KUOX,AD,OXFORD,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NOT ANALYZED,1,1,0,0,0,0
8935,851E313C-01C3-4864-9B2D-B53A45BF7FC3,PQL,Trent Lott Intl,30-27-46.0120N,088-31-45.2200W,17.1,KPQL,AD,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,1,1,0,0,0,0
8936,FA48BD16-BCA0-43D3-A7E5-95ECECD1C44E,MS72,Singing River Hospital,30-22-39.2900N,088-32-00.2800W,16,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8937,FBABDEF8-C6A9-48ED-B26F-2336041EB8B7,MS87,Ben L Briggs,30-22-13.7180N,088-33-25.0580W,14,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8938,DEEF7734-AB1F-4CFF-A052-58FD7B01BCB3,MS78,Pascagoula Refinery Pad Nr 1,30-19-53.0200N,088-30-33.0200W,12,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8939,63642914-6F3D-46F7-8E69-45875991D908,MS19,Pascagoula Refinery Pad Nr 2,30-21-17.7190N,088-29-29.0460W,20,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8940,EC9A2FCE-1A34-48EE-A36A-0072A6375FE3,MS02,Pascagoula Refinery Pad Nr 3,30-20-55.7190N,088-28-41.0440W,20,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8941,0FA65ED8-1D35-453F-B7D4-2B9AF83E6684,3MS4,Pascagoula Naval Station,30-20-18.1200N,088-34-24.8600W,13,,HP,PASCAGOULA,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8942,01F0382C-F82F-4738-B134-14868E726B30,0MS6,Levert,30-18-04.7100N,089-14-04.1510W,25,,HP,PASS CHRISTIAN,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8943,6DA76F5D-B26A-456E-90A9-A7F31D574D7E,4MS0,Payne,32-18-01.5250N,089-51-32.2820W,359,,AD,PELAHATCHIE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8944,3778C1A4-CD0F-41DD-9154-EA5796D59DA9,MS84,Beaman,31-21-41.6000N,089-09-40.8000W,250,,HP,PETAL,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8945,C1E77484-5E31-479F-94CA-5C8F4F2F6335,M13,Poplarville-Pearl River Co,30-47-11.6900N,089-30-16.3300W,320,,AD,POPLARVILLE,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
8946,63F088A6-DA74-491D-AB1C-AE2AEEF47450,MS88,Oreck,30-46-39.1800N,089-43-34.0446W,197,,AD,POPLARVILLE,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8947,2911C8CE-D97B-4E88-9F50-1448863515E8,3MS0,Grand Gulf,32-00-48.4500N,091-03-03.5400W,160,,HP,PORT GIBSON,MS,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
8948,91969F5E-371A-403F-8986-7FE41F53F7B9,M43,Prentiss-Jefferson Davis Co,31-35-43.1000N,089-54-23.2000W,454.6,,AD,PRENTISS,MS,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
